,content,score
2195,"Selamat pagi,. Mau tanya, cara ubah nama dari data diri kok gak bisa? Nomor telfon kita pas, bisa di ubah, tanggal lahir pas, kenapa bisa nama saya berubah di aplikasi ini? Mohon bantuannya. Terimakasih",3
2196,Saya ikut prakerja tapi sampai sekarang belum turun juga mohon sertifikat mohon dibantu bapak atau ibu dan mohon untuk dicek kembali apakah ada nama saya atas nama andri firmansyah mohon bantuannya bapak atau ibu dari tanggal 10 September 2020 hingga sekarang padahal di prakera 7x24 jam jatohnya 1 minggu tapi sampai sekarang belum turun saya mohon dengan bantuan dari bapak atau ibu karena ini cukup membantu di saat pandemi seperti ini mohon maaf sebelumnya jika ada kata2 yang kurang berkenan trm,5
2197,"Materi ""Tenang di Masa Kritis, Siapkan Dana Darurat dari Sekarang"" yang saya ikuti di Skill Academy, sangat-sangat membantu saya dalam mempersiapkan diri di masa depan agar tercapai kebebasan finansial di masa tua nanti. Thanks ya Tokopedia, Semoga jaya selalu. Dan Thanks juga buat Skill Academy atas pelatihannya, Semoga jaya selalu 👍",5
2198,"Terimakasih toko pedia.., saya telah mengikuti program prakerja dan bimbingan pelatihan melalui skill akademy.., semoga sertifikat bisa trun dan dana insentif semoga bisa dicairkan.. Aamiin..,",5
2199,Mohon dibantu untuk prakerja saya sudah dpat sertifikatnya dari tgl 19 Sept 2020 tpi smpai hari ini tgl 28 Sept 2020 masih blom masuk ke dashboard prakerja saya... Sedangkan yg bersamaan dengan saya sudah masuk cepat ke dashboard prakerjanya materi dan beli voucher di Tokopedia pun sama dengan saya. Tolong dibantu ya...Tq,5
2200,"Hai Tokopedia, terimakasih telah bekerjasama dengan ruangguru dan skill academy untuk menyediakan layanan terbaik untuk peserta kartu prakerja, karena Tokopedia telah lama jadi aplikasi E-Commerce terbaik di Indonesia dan paling sering aku pakai untuk belanja online untuk beli barang kebutuhanku... Semoga tetap jadi aplikasi E-Commerce nomor #1 di Indonesia",5
2201,"Hai tokopedia! Saya sudah melakukan pelatihan disini, pelatihannya sangat menyenangkan mudah di pahami dan tidak membosankan. Saya kira tokopedia hanya bisa menjual beli kan barang tapi tak disangka saya bisa belajar disini. Terimakasih tokopedia",5
2202,Untuk Devolepor kenapa saya mesti kena tipu soal cashback dan gratis ongkir.... Di iklan TV gratis ongkir tanpa minimum belanja tapi kenyataan nya mana... Jadi saya nyesel belanja disini,1
2203,Puas dan senang belanja di tokopedia...semoga semakin maju dan semakin sukses,5
2204,Aplikasi kerenn. Join prakerja mudah. Pokoknya keren. Tokopedia mempermudah pembelian kelas yang kita inginkan. Terimakasih Tokopedia dan Skill Academy. Semoga semakin jaya. Amin.,5
2205,"Hai,, Tokopedia saya sudah mengikuti Mengikuti pelatihan disini. pelatihan prakerja secara daring ini bisa menambah pengetahuan lebih banyak lagi. Good job. Semoga menambah pengalaman,, 🤗🤗😇😇",5
2206,"Nyesel pake tokopedia , pelayanan parah , sudah 1 minggu barang belum di kirim , resi juga tidak valid , proses lama ribet , keamanan data tidak terjamin , pelayanan buruk , batalkan saja dari pada lama. Saya bisa beli di tempat lain",1
2207,"Aku suka ikut pelatihan kartu prakerja di toko pedia.,mudah dan gampang terimaksi🙏",5
2208,"Marketplace terpercaya , terimakasih tokopedia telah memberikan pelayanan yang sangat baik. Sukses terus untuk tokopedia, makasih juga prakerja dan skill academy. Sukses terus semua nya",5
2209,"Saya Zulkifli peserta prakerja sangat berterima kasih sekali kepada Tokopedia, yang telah sangat memudahkan saya dalam hal mengikuti pelatihan prakerja di eudeka, buat teman teman, kalau mau gampang berbelanja dan gak mau ribet, ayo buruan belanja di Tokopedia aja! 😀",5
2210,"Terima Kasih tokopedia saya sudah membeli pelatihan disini, sangat membantu sekali untuk para mitra kartu prakerja, sangat mudah untuk dipahami dan dimengerti, pokoknya recomended sekali untuk yang belum membeli pelatihan progam kartu prakerja.",5
2211,"Terimakasih tokopedia dan prakerja aplikasi yg menyediakan pelatihan yg sangat bermanfaat dan bermutu,berkat kerjasama tokopedia dan prakerja saya banyak mendapat pelajaran yg bermanfaat,sukses selalu..",5
2212,"Kecewa, saya beli barang sampe sekarang gk nyampe2,status pesanan gk jelas , pesanan dikembalikan padahal kurir gk pernah menghubungi saya sebelum pengantaran paket saya. Kurir nya dari SICEPAT juga ZONK , namanya aja SICEPAT. Niat nya mau nyobain belanja di TOKOPEDIA ternyata mengecewakan beda banget dgn belanja di L4ZADA melalui kurir N1NJA expres pesanan saya selalu selamat sampe rumah. Saya sudah hubungi CS SICEPAT, katanya akan dikirim ulang tapi saya tunggu gk dateng2.",1
2213,"Aku ksh bintang 1 dulu, aku mo ganti no hp kok susah banget? Aku dh ksh keterangan bahwa hp ku hilang, tp tetep aja verivikasi ke no yg hilang, gmn mo verivikasi? Aku dah ikuti saran toped dgn cara foto ktp asli jg buku tabungan asli, tp msh ga di proses jg, lalu aku hrs bgmn lg??? Apa aku hrs bwt keterangan polisi utk menyatakan klo hp ku bener"" hilang??? Cape banget deh ampe seminggu ga di proses"" aku bukan penguna baru dah sering belanja tp karna hp ku hilang, apa aku ga bs ganti no baru????",1
2214,"Hai saya sandra. Saya adalah salah satu orang yang mengikuti program kartu prakerja, saya mengikuti palatihan dri skil akademi melalui tokohpedia, disini selama mengikuti pelatihan saya sangat puas dengan materi pembelajaranya, krna singkat, jelas, dan padat, bagi teman- teman saya pelatihan melalui tokopedia dan skill academi ini sangat recommended banget. Makasih tokopedia",5
2215,"Hallo Tokopedia, Terimakasih telah membantu saya menyelesaikan mengikuti pelatihan prakerja, pelatihannya sangat membantu dan mudah dipahami, memberikan ilmu yang bermanfaat dan mudah dipahami ,sekali lagi terimakasih Tokopedia semoga kedepannya semakin sukses",5
2216,"Aplikasi bagus, terbaik, termurah dan sangat terpecaya Gak nyesel dong downloadny",5
2217,"Saya Priya Dwi Pratama, saya sudah terdaftar di kartu prakerja glombang 8, saya sudah ikut dan beli pelatihan luar sekolah di tokopedia, sangat baik sekali dan sangat bermanfaat dan tentunya mudah sekali pembelian melalui platform Tokopedia sampai saya selesai platihan dan mendapatkan sertifikat, saya tinggal tunggu Tokopedia untuk kirim sertifikat itu ke prakerja Dan Terima kasih banyak kepada Tokopedia sebagai penyedia program pelatihan prakerja, Sukses selalu",5
2218,Sangat membantu sekali untuk saya....menambah pengetahuan dan mudah dimegerti,5
2219,Aplikasi yang sangat membantu saya dalam segala bentuj transaksi. terimakasih.,5
2220,"Hy Tokopedia, saya ingin memberikan saran khususnya aplikasi khusus seller. Akhir-akhir ini banyak pembeli yang bermain-main ingin merusak reputasi toko, maka dari itu tolong tambahkan opsi fiture blok pembeli di aplikasi khusus penjual. Pembeli sebelumnya sudah dijelaskan mengenai kualitas produk, bahan.dll hingga akhirnya mengorder, tetapi setelah produk dikirim dan diterima pembeli mengajukan komplain pembatalan dengan alasan yg kurang masuk akal. Thanks",3
2221,"Terimakasih!!! Sangat membantu banget bagi kaum kaum pemuda hari ini penerus hari esok. Terimkasih banyak untuk semuanya.kartu prakerja,ruang guru,tokopedia,skill academy.",5
2222,"Haii tokopedia... saya sudah mengikuti pelatihan disini, saya jadi lebih banyak mengetahui tentang prakerja, pelatihannya bagus dan mudah dipahami juga bermanfaat, semoga kedepannya lebih baik lagi dan bisa bermanfaat bagi orang banyak.. Terima kasih",5
2223,Kepada developer aplikasi maaf saya telah bekata tidak baik. Saya berterima kasih kepada tokopedia karna barang barang yang telah diterima bagus bagus dan tidak ada yang rusak pokoknya jangan download apk lain tokopedia aja.,5
2224,Lumayan laah. Tapi kok baru 1 kali transsksi aplikasi tidak bisa di buka yaaa,3
2225,"Saya sudah mengikuti pelatihan prakerja disini pelatihan nya sangat bagus. Tapi ko setifikat punya bapak saya atas naman MATSANI blm muncul"" jga ya min di dashboard udh 2 Minggu. Tolong segera di proses ya min🙏",5
2226,"Hallo,saya Juleha peserta prakerja,untuk pelatihan pertama saya memilih untuk membeli di tokopedia yang bekerja sama dengan skill academy by ruang guru,saya sangat puas dengan pembelajaran tersebut saya memilih kelas memulai bisnis tanpa takut gagal,dengan pembelajaran itu saya belajar banyak tentang bisnis dan kini saya mendapatkan motivasi untuk memulai bisnis.terimakasih",5
2227,2 dulu Kalau benar saya dapat IPon . Sesuai yang dikabarkan diponsel saya . Saya akan selalu belanja online ditokopdia. Tapi kalau hanya Hoax atau tipu tipu maaf saya akan Unistall dan gak akan pernah lagi nengok diTokopedia. Tank. . .!!!,2
2228,"Terimakasih tokopedia sudah membantu pembelian pelatihan di skill academy, saya sudah menyelesaikan pelatihan saya, dan disitu penjelasannya sangat mudah untuk difahami.. Sukses selalu:)",5
2229,"Tokopedia terus mampu memenuhi keinginan dan kebutuhan pengguna, seperti fitur tukar tambah gadget, top-up & tagihan, angsuran kredit, voucher game hingga fitur menabung emaspun ada. Semua diakses hanya dengan satu aplikasi. Tokopedia juga sangat mensupport program pemerintah dengan menjadi mitra PRAKERJA, dimana kita bisa membeli pelatihan Prakerja melalui TOKOPEDIA tentunya dengan step by step yg sangat mudah dan tidak membingungkan pengguna. Terima Kasih TOKOPEDIA 🤩🥰👍",5
2230,Terima kasih Skill Academy Tokopedia dan Prakerja sudah memudahkan saya dan membuat pengetahuan saya semakin luas. semoga ilmu yang saya dapatkan menjadikan saya pribadi yg berintelektual dalam progres karier yang baik di masa depan.,5
2231,"Semangat pagi..semoga Tokopedia makin jaya..saya sudah mengikuti kelas prakerja di tokopedia, sertifikat juga sudah di dapat tapi kenapa masih dalam proses terus ya sudah 2 bulan berjalan..kira kira ada apa ya. Prakerja saya jadi blom cair..thanks.",5
2232,Terima kasih prakerja dan tokopedia telah memberikan kami pelatihan yang sangat baik,5
2233,Terimakasih tokopedia dan terimakasih juga untuk skill academy yang sudah memberikan webinar malam ini alhamdullilah pelajaran yang sudah saya ambil membuat saya bertambah wawasan ilmu lebih jauh tentang marketing sekali lagi terimakasih banyak sukses buat semuanya .. aamiin,5
2234,"Terimakasih tokopedia dan skill academy, dan prakerja lembaga pelatihan yang sangat berkualitas dan terpercaya.materi yang di berikan sangat mudah di pahami,lengkap,jelas dan bermanfaat.saya sangat puas dan merasakan terbantu dengan adanya program prakerja, banyak ilmu dan pengalaman baru yang saya dapat kan.smoga sukses selalu.",5
2235,"Alhamdulillah saya sudah memilih pelatihan di toko pedia ,, pelatihan nya sangat memuaskan ,, berguna banget bagi yang ingin memulai usaha rumahan .. terimakasih prakerja terimakasih toko pedia",5
2236,"Prtm kali beli disini... Prss awal seneng2 aja, karna katanya dapet promo, voucher, gratis ongkir dll. Saya pergi tuh ke indomaret buat bayar, dan katanya disitu tertulis pembayarannya berhasil. Tapi pas malem... Tiba2 ada notif, katanya pesanan saya dibatalkan. 🙄 Saya bingung dong, mksdnya gmn coba? Disitu tertulis katanya ada manipulasi apa gitu, saya lupa tulisn lebih jelasnya. Yg jls skrng, intinya saya di PHP sama klian smua, saya kapok, saya kecewa. Yg amanah dong klo bisnis, biar berkah",1
2237,"Saya beli barang dan berbeda dengan deskripsi dan foto penjual,komplain di suruh mengembalikan barang dengan cara COD tetapi tidak ada expedisi seperti sicepat,jne,jnt yg bisa COD tanpa menjadi member,dan akhir nya uang saya besok hilang di teruskan ke penjual,dan saya di rugikan dan tertipu barang berbeda.keluhan saya tentan COD tidak di balas tokopedia,KENAPA TOKOPEDIA.......",1
2238,"Aplikasi yang sangat bagus sekali menambah wawasan saya pokoknya mantap poll Teman"" gk usah khawatir yg ingin mendownload ini, apk ini sangat rekomended sekalii, saya gunakan ini untuk kartu prakerja sayaa",5
2239,"Kenapa sering banget terputus koneksinya ? Kecewa banget sama Tokped sekarang, saat mau transaksi koneksi terputus. Bikin engga mood, tolong perbaiki lagi ya mohon. Kalau nanti masih gini, saya mending pindah ke sebelah. Tolong perhatikan, terimakasih 🙏",1
2240,"Belum bisa kasih bintang 5 soalnya riwayat transaksi di Tokopedia gak muncul.. saya gak bisa kasih ulasan di Tokopedia , padahal sudah beli n selesai pelatihan. Masa iya gak bisa dapet sertifikat cuma gara2 gak beri ulasan..agak keterlaluan, bukan??",1
2241,"Sangat membantu sekali,, terimakasih Tokopedia 😊 sehingga saya bisa mengerjakan skill academy saya dikartu prakerja,dan materi yang diberikan sangat bermanfaat sekali,sehingga dapat memotivasi kita untuk terus belajar bagaimana pentingnya memakai masker disaat kondisi seperti ini.semoga pandemi covid-19 ini cepat berlalu dan kita semua bisa melakukan aktivitas diluar rumah seperti biasanya. Aminnn🙏🙏",5
2242,"Terimakasih Tokopedia, Skill Academy, Kartu Prakerja, dan Ruang Guru .. materi yang disampaikan sesuai dan sangat bermanfaat untuk kehidupan sehari hari, semoga saya lebih bijak dalam mengatur dana darurat di masa krisis seperti selama pandemi ini.",5
2243,"Suka banget belanja buku di sini, apalagi saat ini ada free ongkir untuk wilayah luar pulau Jawa jd meringankan ongkir, selain itu app toped juga ringan tampilannya juga bagus bikin nyaman, pokoknya mantap, terus pertahankan dan sukses teruss",5
2244,"pengalaman pas lulus pelatihan pertama saya binggung awalnya, mau ambil kelas apa untuk pelatihan berikut nya, Trus saya buka skill academi. Terus saya putuskan ambil kelas academi lagi. pas dpt sertifkat pertama. lalu Saya cek saldo masih banyak jadi saya tidak sia2kan beli voucher untuk palatiha berikutnya karena kalau tidak di pakai bisa bisa hangus saldo biaya pelatihan tersebut, makanya saya terus mengikuti pelatihan prakerja dan memilih kelas skil academi.",5
2245,Saya sudah mengikuti pelatihan di tokopedia...awalnya ragu..tpi setelah mengikuti setiap proses ternyata simple dan mudah..semuanya diarahkan dengan jelas...terima kasih tokopedia...,5
2246,"Terimakasih Tokopedia... Berkat kerjasama dengan prakerja, saya bisa mendapatkan ilmu yang bermanfaat bagi diri saya. Saya sudah mengikuti pelatihan di skill academy. Materi sangat memuaskan sangat mudah dipahami.. semoga kita semua sukses selalu 😊",5
2247,Di tokopedia ongkos kirim ya Mahal banget.... Beda sama lazada ongkos ya lebih murah.,1
2248,"Terimakasih tokopedia, sudah membantu dalam segala hal dalam kehidupan di masa pandemi ini. Dari pembayaran pajak motor, telfon dan listrik skrg nambah lagi ilmu dengan ikut pelatihan prakerja yang kekinian ini. Semoga kedepannya bisa lebih baik lagi, makin sukses dan bermanfaat untuk semua .",5
2249,"Mulai tanggal 30 Agustus saya membeli pelatihan di Tokopedia memilih Skill Akademi, nah sampai skrg sy belum mendapatkan sertifikat alasannya saya belum memberikan ulasan, setelah sya lampirkan bukti sy sdh memberikan ulasan ke Tokopedia melalui Tokopedia care saya di suruh menunggu lagi 1x24 jam setelah 2 hari sy tunggu msh saja tidak ada perubahan. Benar"" menyesal sy beli pelatihan melalui platform ini, Bukalapak aja tdk prnh minta rating agar sertifikat keluar. Mending bli d Bukalapak guys !",1
2250,"menurut saya apalikasi ini sangat mudah dioperasikan dan sangat membantu sya dalam menyelesaikan materi saya di skill academy..terima kasih tokopedia,skill academy..moga kedepannya makin sukses.aminn.",5
2251,Tokopedia play sering error kadang force close sendiri. Tolong diperbaiki.,2
2252,Hi tokopedia! Saya bersyukur mengikuti pelatihan prakerja melalui aplikasi ini. Karena lewat aplikasi ini saya saoat mengakses kemana saja sya dapat mengikuti pelatihan dan dengan sangat mudah untuk memilih pelatihan apa yang kita mau. Dan dari aplikasi ini saya mendapatkan ilmu pelatihan yang tidak pernah saya dapatkan sebelumnya. Terima kasih tokopedia Semoga semakin sukses kedepannya yah😊,5
2253,"Parah la disini klo beli e-money.. Klo ga masuk team support terbilang berbelit2 sudah print log, jelas2 ga masuk eh masih disuruh A, B, C la.. Namanya juga alasan bisa aja.. Untung cm 20k, Beda sama si S orange ga masuk 100k sudah print log, 2hari diurus langsung di dikirim lagi saldo e-moneynya...",1
2254,"Apk ini sangat membantu saya dalam pelatihan prakerja. Hemm sayang dehh🤗😘😘😘 Tapi kenapa disini sudah saya beri ranting dan ulasan,terus kok ga keluar* sertifikat nya. Dan katanya saya belum beri ranting dan ulasan di tokopedia. Udah berulang* tetap gitu juga katanya belom di beri ranting. Ngebingunin banget,tolong dong tokopedia nya bantu itu kenapa kok bisa kek gitu",5
2255,"Terima kasih skill akademi,tokopedia dan kartu prakerja..berkat pelatihan yg diadakan kami mndapat wawasan yg luas dan pengalaman yg baru.kedepanny kami brharap program ini lebih baik lagi.smoga tokopedia sukses selalu dan bermanfaat untuk banyak orang,begitu juga dg skill akademi.",5
2256,"Hay tokopedia,,saya Laminem peserta prakerja dalam kelas merencanakan keuangan bagi pekerja lepas harian...terima kasih tokopedia,,sudah menyediakan kelas online yang sama dengn pekerjaan saya sekarang,,semoga bisa bermanfaat dalam keseharian saya yg sebagai pekerja lepas harian...dan semoga sertifikat saya segera muncul ya....dan untuk tokopedia tetap jaya dan sukses selalu..",5
2257,"Saya mengikuti pelatihan di Tokopedia,dan transaksi saya yg berhasil di tgl 10 tidak muncul, yang muncul hanya yang batal saja dan itupun mulai dari tanggal 12. Saya sedikit kewalahan, akibat tak bisa memberikan rating dan ulasan tersebut sertifikat saya tidak muncul 😣",5
2258,"Kalau belanja di Tokopedia slalu berhasil dgn baik, tidak ribet. Semoga Tokopedia dapat mempertahankan trus dpt meningkatkan pelayanan agar lebih baik dan amanah. Sukses buat Tokopedia.",5
2259,Hallo saya Yulita Ratnasari. Saya peserta prakerja pelatihan skill academy by ruang guru. Pembahasan sangat menarik dan mudah dimengerti. Semoga ilmu nya bermanfaat untuk membuka usaha.,5
2260,"jasa pengiriman anteraja tolong di hapus dari tokopedia, karena sangat merugikan udh banyak di sosmed ngeluh juga karena lambatnya pengiriman barang,malah ada yg telat sampai 10 hari. PARAH!!!",1
2261,Hallo Tokopedia.. Saya sudah mengikuti pelatihan prakerja disini dan saya sangat puas karena aplikasi ini sangat membantu dan mudah dipahami. Jadi saya banyak mendapatkan ilmu-ilmu dan pengalaman baru.,5
2262,"Halloo.. Saya Riki Agus Andrian yg telah mengikuti progam Prakerja, saya mengucapkan terima kasih kepada Tokopedia yg telah membantu saya dalam pemilihan mitra pelatihan Prakerja. Prosesnya cepat dan gampang dimengerti pokoknya Tokopedia Recommended banget lah.. dan bagi temen2 yg ingin mengikuti program Prakerja ane saranin download Tokopedia..",5
2263,"Terimakasih Tokopedia, skill academy, dan prakerja lembaga pelatihan yang sangat membantu saya dalam menyelesaikan pelatihan, materi yang disampaikan sangat bagus dan mudah dimengerti. Saya membeli pelatihan di Tokopedia karena lebih cepat dan sangat mudah. Thanks to all",5
2264,Toko pedia ga bisa byr di tempat ya. Tolong dong. Gimana caranya. Apa ga bisa byr di tempat,3
2265,"Aplikasi yang sangat bagus! Terimakasih juga untuk tokopedia, skill academy, ruangguru atas pelatihannya ilmunya sangat bermanfaat bagi para peserta kartu prakerja ilmu saya pun bertambah!",5
2266,Hai Tokopedia.. Terimakasih sudah menjadi partner dari skil akademi dan membuat saya lebih gampang mengerti dan bisa mengikuti kelas dengan lancar dan semoga Tokopedia sukses selalu...!!,5
2267,Terimakasih tokopedia dan lembaga pelatihan prakerja yang saya ikuti yaitu memulai bisnis mie ayam dengan modal 100 ribu sangat mudah saya pahami dan membuka inspirasi menambah pengetahuan dan bekal untuk membuat lapangan kerja terima kasih dan sukses selalu,5
2268,"Terimakasih Tokopedia aplikasi sejuta manfaat, satu satunya aplikasi jual beli yang menyediakan transaksi pembelian pelatihan pembelajaran online dimana sangat bermanfaat bagi banyak orang. Semoga sukses selalu dan terus berinovasi.",5
2269,"ai, Tokopedia. Saya sudah mengikuti pelatihan di Skill Academy by Ruang Guru. Pelatihannya menyenangkan, mudah dipahami, nggak berbelit-belit dan nggak memakan waktu juga. Tetap pertahankan kualitasnya. Terimakasih buat Tokopedia, Ruang Guru dan juga Skill Academy",5
2270,Pengen nyoba reksadana tokopedia . Tapi akun ga bisa log in di aplikasi sama web . Udah email tapi ga ngebantu . Udah klik lupa password tetep ga bisa . Ada nomer cs nya ga tokped?,1
2271,"Terimakasih tokopedia, saya sudah mengikuti pelatihan di backing world, sangat detail, mudah di pahami, tentanga Q N A nya jg sangat jelas, sangat membantu saya dalam belajar.",5
2272,"Hai Tokopedia , saya sudah mengikuti sesi pelatihan dengan baik dan sangat jelas juga membantu , terima kasih telah menyediakan layanan yang sangat baik juga ramah , sukses selalu untuk kita semua..",5
2273,"Hai Tokopedia, saya sudah mengikuti pelatihan Prakerja disini. Terima kasih kepada program Kartu Prakerja yg telah bekerja sama dgn Tokopedia. Kelas nya bagus dan pembelajarannya mudah dipahami. Dan menambah wawasan saya. Terima kasih Tokopedia.",5
2274,"Halloo selamat soree, saya Risanto peserta program prakerja. Saya mengikuti program kartu prakerja lewat tokopedia. saya mengambil pelatihan "" MULAI BISNIS TANPA TAKUT GAGAL"" Materi yang disampaikan cukup mudah untuk dipahami dan ini salah satu pembelajaran yg membuat saya menjadi bertambahnya wawasan ilmu♥️ semoga saja bermanfaat bagi saya . Terimakasih TOKOPEDIA🙏🏻♥️",5
2275,"Transaksi sudah selesai, tetapi selalu muncul notif selesaikan pembayaran.",1
2276,"Saya menggunakan prakerja studi ilmu (kepuasan pelanggan ) lewat Tokopedia, sangat membantu sekali dan bermutu. Tapi saya telah menyelesaikan materi dan bisa download sertifikat lewat lembaga, tapi di dashboard prakerja belum muncul ya ,sudah sekitar 16 hari ,mohon toko pedia bisa membantu",5
2277,"hallo tokopedia , saya sudah mengikuti pelatihan ditokopedia , pelatihan sangat mudah dipahami dan jelas , tokopedia yang tadinya saya kira hanya untuk belanja online ternyata juga bisa untuk belajar online , sangat bermanfaat , terimakasih tokopedia",5
2278,"Sangat membatu,beli kelas prakerja di Tokopedia,prosesnya cepat dan sangat mudah,dan untuk belanja online di Tokopedia juga recommended banget untuk teman-teman yang sedang berjualan online atau sedang mencari barang untuk kebutuhan sendiri,terimakasih Tokopedia.",5
2279,"Saya sudah mengikuti pelatihan di skill academy dari tokopedia. Terimakasih, ilmunya sangat membantu saya dalam meningkatkan kepercayaan diri dalam menjalankan bisnis saya. Makin maju dan jaya",5
2280,"Terimakasih banyak skill academy, Tokopedia dan lembaga penyelenggara kartu prakerja dengan mengikuti pelatihan ini saya dapat pengalaman baru, dan pengetahuan yang sangat bermanfaat kedepan.",5
2281,Tokopedia Sangat membantu dan mudah dalam mengakses. Setelah mengikuti pelatihan di Tokopedia saya menjadi percaya diri dan aplikasi ini sangat bagus selain untuk belanja online ada juga belajar secara online di aplikasi ini.,5
2282,"Kemarin saya kasih bintang 5 loh, tau ga kenapa jadi 2, karena itu makin kesini makin sering belanja pelayanan nya makin kurang memuaskan apalagi soal kurirnya. Waktu sebulan awal belanja cepet banget kurirnya antar, sekarang aduh makin ga aja deh, makin lama makin kurang suka nanti kalo ga ada perubahan uninstall aja deh ya tolong dong CS nya.",2
2283,Bagus banget apk nya ..disini kita bisa shopping yang kita mau aku udah beli potocard kpop banyak banget di tokopedia ini lhoo..kalian buruan downlod cepetannn (bagi yang tidak suka kpop jan hujatttt anj!!) 🙄😏,5
2284,"Terimakasih tokopedia, aku udah ikut kelas online dan webinar melalui tokopedia, ternyata lebih mudah, lebih cepat diakses dan pelatihan yg direkomendasikan benar-benar sangat baik. Lebih mudah dimengerti dalam setiap penjelasan yg diuraikan. Rekomendasi banget pokoknya.",5
2285,"bangke,,tiap mau beli sesi anda telah habis,,uninstall saja lah.",1
2286,"Terimah kasih tokopedia,skil academy dan prakerja lembaga pelatih yg sangat membantu saya dalam meyelesaikan pelatihan,materi yg sangat baik,mudah di pahami,lengkap jelas dan bermaanfaat,saya merasa terbantu adanya program prakerja ini,allhamdulillah bnyak ilmu pengalaman baru yang saya dapatkan,semoga sukses selalu!!!",5
2287,"Bagus bgt recomended, sangat bermanfaat sekali, saya baru menyelesaikan program pelatihan prakerja di skill academy, tokopedia sangat merekomendasi pelatihan2 yg bermanfaat dari app2/pelatihan2 yg berkerjasama dengan tokopedia. Dengan mengikuti pelatihan pertama saya *strategi efektif untuk menjual apapun dengan mudah* dan webinar selama 2 jam. Menambah wawasan dengan bimbingan yang up to date. Terimakasih. Sukses Selalu Tokopedia",5
2288,"Saya beli pelatihan skill di arkademia tentang ""menguasai bahasa inggris semudah bahasa indonesia"" sangat membantu sekali dan membuat saya lebih percaya diri untuk berbicara bahasa inggris, terimakasih juga untuk kak sam dengan penyampaian beliau yang mudah dipahami membuat pembelajaran mudah untuk dimengerti, sukses selalu arkademia, dan jaya selalu untuk tokopedia karena sudah menjadi media penyambung untuk kami yg membutuhkan wadah untuk menambah skill kerja, terimakasih",5
2289,"Terimakasih tokepedia , skill academy dan prakerja juga. Materi yang diberikan sangat baik, mudah dipahami dan dimengerti, jelas dan bermanfaat. Semoga sukses selalu buat kita semua.",5
2290,Terimakasih banyak pak atas bantuannya Dan kami sangat senang karna sekarang tokopedia tidak hanya untuk belanja online saja tapi sudah ada program kartu prakerja yang membantu banyak orang dan semoga tokopedia menjadi toko belanja online yang semakin sukses kedepannya.aminnnn,5
2291,"hallo saya novita putri marsela,terimakasih tokopedia telah membantu saya mengikuti pelatihan prakerja yg sangat mudah..mohon segera serahkan sertifikat saya ke prakerja ya,agar cepat saya mendapatkan insentif,terimakasiihhh🙏",5
2292,"Pelayanan nya mantappp, memuaskan dan sangat menbantu.. semoga sertifikat saya di dashboard prakerja saya cepat muncul di akun prakerja saya.. terimakasih..",5
2293,"Saran aku, untuk siapapun yg mau beli pelatihan prakerja, jangan di tokopedia, lebih baik beli ditempat lain, respon cs gak jelas, berbelit-belit, buang waktu, sudah 38 hari masih belum dapat sertifikat, ambil di tempat lain lebih bagus, sangat tidak direkomendasikan",1
2294,Untuk menu mengurutkan tolong ditampilkan di depan dong jangan digabung sama filter lainnya,2
2295,"Terimakasih skill academy,tokopedia, dan prakerja pelayanannya menarik sekali,menambah pemahaman dan pengalaman baru untuk saya. Sangat membantu sekali pokonya. Terimakasih:)",5
2296,"Saya beli pelatihan di binus center, dalam materi ""Pengenalan Tipografi Dalam Design Grafis"" sangat bermutu. Terima Kasih Tokopedia,sudah memfasilitasi pengguna prakerja. Selain untuk belajar online,Tokopedia juga membantu Pemerintah serta rakyat Indonesia,Sukses selalu Tokopedia.",5
2297,"Mau tanya min, saya sudah beli kelas prakerja di tokopedia diawal muncul tulis ulasan saya kirim lalu loading lama dan akhirnya error menunggu proses. Karna di email terus harus isi rating dan ulasan tapi pas mau kirim lagi di top up dan tagihan nya gak muncul pembelian kelasnya. Itu gimana yaa ? Sudah keluar masuk akun masih gak bisa",5
2298,"Hasil gk memuasakn... Transaksi sy tiba"" dibatalkan. Kalau gini gimana sy ngisi rating dan ulasan pada kelas skill sy??? Kalau gini jdinya berarti sy sia"" dong ngikut skill akademy prakerja .. Mohon bantuannya.!!!! Caranya gimana toppers??? Cra mengembalikan transaksinya kpan coba prakerja sy cair??? Soalnya sudah lebih dr seminggu,, katnya suruh nunggu seminggu baru muncul di dashboard sertifikat nya,, kalau ada kendala gini gimana sy melihat kepuasan di Toped???",1
2299,"Halo.. Saya Nur Alfillail. Saya mengikuti pelatihan ditokopedia, pelatihannya sangat bagus dan mudah d mengerti. Sukses terus Ruang guru. Skill Academy🙂 Terimakasih tokopedia tambah sukses🤗🤗",5
2300,"aku klo blnja di tokped.gk da kendala .semua lncar,pengiriman gk da yg mngecewakan..thanks tokped",5
2301,"Terima kasih Tokopedia, Skill Academy, ruang Guru dan prakerja lembaga pelatihan yang sangat membantu saya dalam menyelesaikan pelatihan. Materi yang di sampaikan mudah di mengerti, di cermati dan di pahami sukses selalu buat Tokopedia, Skill Academy, dan Ruang Guru Terima kasih.",5
2302,"Tokopedia sangat membantu dalam saya membeli pelatihan prakerja,, makasih Tokopedia....",5
